id,prob
E370,0.034489928050136134
E667,0.9723276962471422
E3190,0.9472649362713582
E848,0.9469592312823192
E2161,0.6833679548160175
E1391,0.617207426168287
E1084,0.9848854436837444
E1801,0.9499281004574133
E2730,0.9715725157321258
E828,0.06999555739691637
E1795,0.1484221135619196
E1880,0.45785822329130627
E1948,0.2945447532945425
E1545,0.4014599719918824
E2904,0.07846743909054887
E2835,0.20285113638532862
E2349,0.16050917839174
E2046,0.7700018817755497
E1229,0.14839443723106835
E2845,0.5545964872218381
E2125,0.9921414798846229
E3127,0.9848854365854989
E1721,0.9954204385133374
E1253,0.05944642525875263
E3050,0.02279840009522928
E212,0.6672046683428761
E1195,0.926751581012121
E699,0.9848854365854989
E2930,0.9968872530314478
E963,0.7510745337913091
E2848,0.9903019313782473
E2261,0.7828556386096327
E2091,0.9548846814054646
E3113,0.9556980717390187
E2717,0.7643547377493896
E1775,0.08259866065701287
E1922,0.032083396500671324
E2239,0.980328630253557
E1074,0.24093795108980431
E1657,0.8259159303783048
E943,0.35598878620219643
E1139,0.07052069311377646
E2663,0.07880232495334841
E2992,0.11117345293401287
E3111,0.91051096941529
E1885,0.12021897117210548
E2428,0.9556980717390187
E1627,0.09398681724048498
E2575,0.04702624775548827
E824,0.06154732104873285
E660,0.1434377271116967
E1706,0.07606200855136916
E863,0.987855391855031
E1289,0.22116964836328512
E389,0.9624899071680834
E802,0.7062842206543516
E520,0.9499281004574133
E1829,0.9556980717390187
E2307,0.9981233564797249
E566,0.12485327883720614
E451,0.09235724864566933
E353,0.010045350506804076
E201,0.5611898654727903
E1736,0.969343434696241
E2320,0.2243253016861959
E207,0.9930661638671305
E1971,0.4763848118015883
E312,0.026587770597910856
E1968,0.026582051166994174
E1170,0.33593316090700004
E625,0.03361996157086831
E3170,0.5723832793196765
E3087,0.8210128170626759
E2913,0.04643863790608738
E2006,0.9499281117977137
E133,0.5468790244375018
E646,0.40375818972033267
E17,0.9556980717390187
E1474,0.9818682165271271
E1846,0.22461953033718587
E1689,0.5809221902778573
E1990,0.9547717091345693
E374,0.45785815671246777
E1027,0.5194957141519847
E1428,0.9927837687550901
E488,0.04388636245764419
E1056,0.7819597018459151
E1303,0.8910615967923395
E1740,0.9946681073004262
E2264,0.9790860986182267
E1758,0.19260821577144055
E8,0.08751810682844079
E2298,0.026751945771747894
E1731,0.8498928891580222
E1475,0.9499281117977137
E2510,0.22519420782736102
E1857,0.1820136908171879
E834,0.3146755416393308
E1380,0.9556980717390187
E1588,0.9184983465055004
E2759,0.10806279743673253
E214,0.9848854365854989
E2591,0.4003390613051567
E2771,0.9341069696045211
E493,0.17412054604192914
E1977,0.9911961105856993
E2355,0.8988694656159943
E2498,0.9984528233331862
E2107,0.5312327896132036
E2043,0.020395525730879046
E2560,0.848786060962917
E1456,0.8190866350389215
E228,0.21071075773091658
E622,0.9723842525411578
E393,0.1340825031727864
E731,0.9899715591449787
E1336,0.9848854578802257
E2187,0.08092755643136507
E177,0.6532998320702842
E1541,0.03401762290413933
E562,0.9556980717390187
E1720,0.3265620960781194
E2060,0.6591911620165265
E225,0.0604576785151278
E2114,0.9904450441422353
E1310,0.07700112107017436
E2785,0.45261569988888817
E3152,0.7802692255086309
E1983,0.15437797500734696
E445,0.18025733778201133
E850,0.17032928582614276
E2740,0.1483811956820479
E1159,0.994063372341596
E1505,0.8107340086255383
E50,0.8745021320719775
E1078,0.13380402367421323
E2549,0.980328630253557
E1187,0.4807063669057416
E1844,0.5281574946517794
E558,0.7653826355512209
E2741,0.9951914283241124
E1334,0.08821737981147729
E3206,0.3846007793022327
E1262,0.9556980717390187
E3178,0.2905892618313008
E2728,0.9803286256557987
E2870,0.980328630253557
E2970,0.9865291326215029
E3022,0.9882651957103729
E2503,0.17086019652213835
E1228,0.07577817623559441
